Vertex,Label,Region
1084,superiorparietal L,LP
1085,inferiorparietal L,LP
1086,pericalcarine L,LO
1087,lingual L,LO
1088,inferiorparietal L,LP
1089,superiorparietal L,LP
1090,pericalcarine L,LO
1091,cuneus L,LO
1092,cuneus L,LO
1093,inferiortemporal L,LT
1094,inferiorparietal L,LP
1095,precuneus L,LP
1096,lingual L,LO
1097,inferiortemporal L,LT
1098,pericalcarine L,LO
1099,superiorparietal L,LP
1100,lateraloccipital L,LO
1101,precuneus L,LP
1102,precuneus L,LP
1103,superiorparietal L,LP
1104,precuneus L,LP
1105,inferiorparietal L,LP
1106,lateraloccipital L,LO
1107,fusiform L,LT
1108,middletemporal L,LT
1109,inferiorparietal L,LP
1110,superiorparietal L,LP
1111,inferiorparietal L,LP
1112,inferiorparietal L,LP
1113,lingual L,LO
1114,fusiform L,LT
1115,superiorparietal L,LP
1116,inferiorparietal L,LP
1117,lingual L,LO
1118,superiorparietal L,LP
1119,superiorparietal L,LP
1120,inferiortemporal L,LT
1121,superiorparietal L,LP
1122,inferiorparietal L,LP
1123,superiorparietal L,LP
1124,inferiorparietal L,LP
1125,lateraloccipital L,LO
1126,fusiform L,LT
1127,precuneus L,LP
1128,inferiortemporal L,LT
1129,superiorparietal L,LP
1130,superiorparietal L,LP
1131,inferiorparietal L,LP
1132,fusiform L,LT
1133,fusiform L,LT
1134,inferiorparietal L,LP
1135,inferiorparietal L,LP
1136,inferiorparietal L,LP
1137,inferiorparietal L,LP
1138,precuneus L,LP
1139,fusiform L,LT
1140,inferiorparietal L,LP
1141,superiorparietal L,LP
1142,inferiorparietal L,LP
1143,superiorparietal L,LP
1144,precuneus L,LP
1145,precuneus L,LP
1146,inferiortemporal L,LT
1147,lateraloccipital L,LO
1148,precuneus L,LP
1149,superiorparietal L,LP
1150,inferiorparietal L,LP
1151,inferiorparietal L,LP
1152,lateraloccipital L,LO
1153,inferiorparietal L,LP
1154,inferiorparietal L,LP
1155,precuneus L,LP
1156,lingual L,LO
1157,inferiorparietal L,LP
1158,pericalcarine L,LO
1159,lingual L,LO
1160,inferiorparietal L,LP
1161,inferiorparietal L,LP
1162,inferiortemporal L,LT
1163,inferiorparietal L,LP
1164,lateraloccipital L,LO
1165,lateraloccipital L,LO
1166,precuneus L,LP
1167,lingual L,LO
1168,inferiorparietal L,LP
1169,inferiorparietal L,LP
1170,precuneus L,LP
1171,superiorparietal L,LP
1172,lateraloccipital L,LO
1173,inferiortemporal L,LT
1174,inferiortemporal L,LT
1175,superiorparietal L,LP
1176,cuneus L,LO
1177,lingual L,LO
1178,inferiortemporal L,LT
1179,precuneus L,LP
1180,cuneus L,LO
1181,precuneus L,LP
1182,inferiorparietal L,LP
1183,lingual L,LO
1184,superiorparietal L,LP
1185,inferiorparietal L,LP
1186,superiorparietal L,LP
1187,lingual L,LO
1188,inferiorparietal L,LP
1189,pericalcarine L,LO
1190,pericalcarine L,LO
1191,pericalcarine L,LO
1192,lateraloccipital L,LO
1193,inferiorparietal L,LP
1194,inferiorparietal L,LP
1195,fusiform L,LT
1196,cuneus L,LO
1197,superiorparietal L,LP
1198,precuneus L,LP
1199,lateraloccipital L,LO
1200,fusiform L,LT
1201,cuneus L,LO
1202,superiorparietal L,LP
1203,superiorparietal L,LP
1204,lateraloccipital L,LO
1205,precuneus L,LP
1206,inferiortemporal L,LT
1207,pericalcarine L,LO
1208,precuneus L,LP
1209,lingual L,LO
1210,superiorparietal L,LP
1211,lateraloccipital L,LO
1212,pericalcarine L,LO
1213,lateraloccipital L,LO
1214,inferiorparietal L,LP
1215,lateraloccipital L,LO
1216,lingual L,LO
1217,inferiorparietal L,LP
1218,precuneus L,LP
1219,inferiortemporal L,LT
1220,lingual L,LO
1221,precuneus L,LP
1222,lingual L,LO
1223,middletemporal L,LT
1224,inferiorparietal L,LP
1225,superiorparietal L,LP
1226,precuneus L,LP
1227,inferiortemporal L,LT
1228,inferiortemporal L,LT
1229,superiorparietal L,LP
1230,inferiorparietal L,LP
1231,inferiortemporal L,LT
1232,lingual L,LO
1233,inferiortemporal L,LT
1234,lateraloccipital L,LO
1235,inferiorparietal L,LP
1236,pericalcarine L,LO
1237,inferiorparietal L,LP
1238,superiorparietal L,LP
1239,fusiform L,LT
1240,superiorparietal L,LP
1241,precuneus L,LP
1242,lingual L,LO
1243,inferiorparietal L,LP
1244,lingual L,LO
1245,inferiorparietal L,LP
1246,inferiorparietal L,LP
1247,fusiform L,LT
1248,lingual L,LO
1249,precuneus L,LP
1250,inferiortemporal L,LT
1251,superiorparietal L,LP
1252,inferiorparietal L,LP
1253,superiorparietal L,LP
1254,lingual L,LO
1255,middletemporal L,LT
1256,inferiortemporal L,LT
1257,fusiform L,LT
1258,lateraloccipital L,LO
1259,inferiortemporal L,LT
1260,superiorparietal L,LP
1261,precuneus L,LP
1262,pericalcarine L,LO
1263,fusiform L,LT
1264,precuneus L,LP
1265,precuneus L,LP
1266,lateraloccipital L,LO
1267,lingual L,LO
1268,superiorparietal L,LP
1269,inferiorparietal L,LP
1270,inferiorparietal L,LP
1271,superiorparietal L,LP
1272,precuneus L,LP
1273,superiorparietal L,LP
1274,inferiorparietal L,LP
1275,inferiorparietal L,LP
1276,lingual L,LO
1277,precuneus L,LP
1278,superiorparietal L,LP
1279,superiorparietal L,LP
1280,superiorparietal L,LP
1281,pericalcarine L,LO
1282,inferiortemporal L,LT
1283,middletemporal L,LT
1284,precuneus L,LP
1285,superiorparietal L,LP
1286,inferiorparietal L,LP
1287,middletemporal L,LT
1288,superiorparietal L,LP
1289,precuneus L,LP
1290,lingual L,LO
1291,precuneus L,LP
1292,lateraloccipital L,LO
1293,inferiorparietal L,LP
1294,precuneus L,LP
1295,precuneus L,LP
1296,lingual L,LO
1297,inferiorparietal L,LP
1298,inferiorparietal L,LP
1299,inferiorparietal L,LP
1300,lingual L,LO
1301,pericalcarine L,LO
1302,pericalcarine L,LO
1303,inferiorparietal L,LP
1304,inferiorparietal L,LP
1305,lateraloccipital L,LO
1306,precuneus L,LP
1307,lingual L,LO
1308,lateraloccipital L,LO
1309,inferiorparietal L,LP
1310,lingual L,LO
1311,superiorparietal L,LP
1312,precuneus L,LP
1313,superiorparietal L,LP
1314,lingual L,LO
1315,inferiorparietal L,LP
1316,superiorparietal L,LP
1317,inferiorparietal L,LP
1318,lingual L,LO
1319,superiorparietal L,LP
1320,fusiform L,LT
1321,superiorparietal L,LP
1322,precuneus L,LP
1323,inferiorparietal L,LP
1324,lateraloccipital L,LO
1325,superiorparietal L,LP
1326,inferiortemporal L,LT
1327,superiorparietal L,LP
1328,pericalcarine L,LO
1329,inferiorparietal L,LP
1330,lingual L,LO
1331,lingual L,LO
1332,precuneus L,LP
1333,inferiorparietal L,LP
1334,superiorparietal L,LP
1335,cuneus L,LO
1336,inferiorparietal L,LP
1337,fusiform L,LT
1338,inferiorparietal L,LP
1339,precuneus L,LP
1340,inferiortemporal L,LT
1341,lateraloccipital L,LO
1342,precuneus L,LP
1343,precuneus L,LP
1344,inferiorparietal L,LP
1345,lingual L,LO
1346,superiorparietal L,LP
1347,pericalcarine L,LO
1348,fusiform L,LT
1349,precuneus L,LP
1350,inferiorparietal L,LP
1351,fusiform L,LT
1352,superiorparietal L,LP
1353,inferiorparietal L,LP
1354,lingual L,LO
1355,precuneus L,LP
1356,inferiorparietal L,LP
1357,superiorparietal L,LP
1358,precuneus L,LP
1359,precuneus L,LP
1360,fusiform L,LT
1361,inferiortemporal L,LT
1362,inferiorparietal L,LP
1363,inferiortemporal L,LT
1364,middletemporal L,LT
1365,fusiform L,LT
1366,pericalcarine L,LO
1367,precuneus L,LP
1368,inferiorparietal L,LP
1369,middletemporal L,LT
1370,cuneus L,LO
1371,lingual L,LO
1372,inferiorparietal L,LP
1373,inferiortemporal L,LT
1374,cuneus L,LO
1375,lingual L,LO
1376,inferiorparietal L,LP
1377,middletemporal L,LT
1378,fusiform L,LT
1379,superiorparietal L,LP
1380,precuneus L,LP
1381,lingual L,LO
1382,middletemporal L,LT
1383,fusiform L,LT
1384,precuneus L,LP
1385,inferiorparietal L,LP
1386,inferiorparietal L,LP
1387,inferiortemporal L,LT
1388,precuneus L,LP
1389,lateraloccipital L,LO
1390,middletemporal L,LT
1391,superiorparietal L,LP
1392,inferiorparietal L,LP
1393,lateraloccipital L,LO
1394,inferiorparietal L,LP
1395,precuneus L,LP
1396,lateraloccipital L,LO
1397,precuneus L,LP
1398,lingual L,LO
1399,superiorparietal L,LP
1400,inferiorparietal L,LP
1401,lateraloccipital L,LO
1402,fusiform L,LT
1403,superiorparietal L,LP
1404,superiorparietal L,LP
1405,precuneus L,LP
1406,inferiorparietal L,LP
1407,inferiorparietal L,LP
1408,inferiortemporal L,LT
1409,precuneus L,LP
1410,precuneus L,LP
1411,precuneus L,LP
1412,inferiorparietal L,LP
1413,lingual L,LO
1414,fusiform L,LT
1415,inferiorparietal L,LP
1416,superiorparietal L,LP
1417,superiorparietal L,LP
1418,inferiortemporal L,LT
1419,superiorparietal L,LP
1420,precuneus L,LP
1421,inferiorparietal L,LP
1422,inferiorparietal L,LP
1423,fusiform L,LT
1424,superiorparietal L,LP
1425,precuneus L,LP
1426,lingual L,LO
1427,inferiorparietal L,LP
1428,precuneus L,LP
1429,superiorparietal L,LP
1430,superiorparietal L,LP
1431,precuneus L,LP
1432,inferiorparietal L,LP
1433,inferiorparietal L,LP
1434,inferiortemporal L,LT
1435,inferiortemporal L,LT
1436,lingual L,LO
1437,fusiform L,LT
1438,superiorparietal L,LP
1439,middletemporal L,LT
1440,pericalcarine L,LO
1441,lingual L,LO
1442,inferiorparietal L,LP
1443,inferiorparietal L,LP
1444,lingual L,LO
1445,precuneus L,LP
1446,cuneus L,LO
1447,precuneus L,LP
1448,precuneus L,LP
1449,inferiorparietal L,LP
1450,lingual L,LO
1451,lingual L,LO
1452,lingual L,LO
1453,inferiortemporal L,LT
1454,middletemporal L,LT
1455,precuneus L,LP
1456,superiorparietal L,LP
1457,precuneus L,LP
1458,inferiortemporal L,LT
1459,cuneus L,LO
1460,inferiorparietal L,LP
1461,precuneus L,LP
1462,inferiorparietal L,LP
1463,inferiorparietal L,LP
1464,lateraloccipital L,LO
1465,superiorparietal L,LP
1466,inferiortemporal L,LT
1467,precuneus L,LP
1468,lateraloccipital L,LO
1469,superiorparietal L,LP
1470,superiorparietal L,LP
1471,inferiortemporal L,LT
1472,lingual L,LO
1473,middletemporal L,LT
1474,cuneus L,LO
1475,precuneus L,LP
1476,inferiortemporal L,LT
1477,inferiorparietal L,LP
1478,precuneus L,LP
1479,superiorparietal L,LP
1480,superiorparietal L,LP
1481,inferiorparietal L,LP
1482,lingual L,LO
1483,middletemporal L,LT
1484,inferiorparietal L,LP
1485,cuneus L,LO
1486,inferiorparietal L,LP
1487,precuneus L,LP
1488,precuneus L,LP
1489,inferiorparietal L,LP
1490,precuneus L,LP
1491,cuneus L,LO
1492,inferiorparietal L,LP
1493,superiorparietal L,LP
1494,lingual L,LO
1495,inferiortemporal L,LT
1496,precuneus L,LP
1497,superiorparietal L,LP
1498,superiorparietal L,LP
1499,middletemporal L,LT
1500,middletemporal L,LT
1501,precuneus L,LP
1502,lingual L,LO
1503,inferiortemporal L,LT
1504,superiorparietal L,LP
1505,middletemporal L,LT
1506,superiorparietal L,LP
1507,superiorparietal L,LP
1508,fusiform L,LT
1509,supramarginal L,LP
1510,cuneus L,LO
1511,lingual L,LO
1512,supramarginal L,LP
1513,lingual L,LO
1514,precuneus L,LP
1515,superiorparietal L,LP
1516,precuneus L,LP
1517,fusiform L,LT
1518,precuneus L,LP
1519,fusiform L,LT
1520,precuneus L,LP
1521,precuneus L,LP
1522,inferiortemporal L,LT
1523,superiorparietal L,LP
1524,precuneus L,LP
1525,supramarginal L,LP
1526,middletemporal L,LT
1527,fusiform L,LT
1528,inferiorparietal L,LP
1529,precuneus L,LP
1530,supramarginal L,LP
1531,middletemporal L,LT
1532,precuneus L,LP
1533,middletemporal L,LT
1534,lingual L,LO
1535,lingual L,LO
1536,inferiorparietal L,LP
1537,inferiorparietal L,LP
1538,precuneus L,LP
1539,precuneus L,LP
1540,lingual L,LO
1541,cuneus L,LO
1542,fusiform L,LT
1543,supramarginal L,LP
1544,middletemporal L,LT
1545,inferiorparietal L,LP
1546,lingual L,LO
1547,supramarginal L,LP
1548,inferiorparietal L,LP
1549,inferiortemporal L,LT
1550,inferiorparietal L,LP
1551,superiorparietal L,LP
1552,precuneus L,LP
1553,supramarginal L,LP
1554,superiorparietal L,LP
1555,fusiform L,LT
1556,inferiorparietal L,LP
1557,superiorparietal L,LP
1558,precuneus L,LP
1559,cuneus L,LO
1560,superiorparietal L,LP
1561,lingual L,LO
1562,superiorparietal L,LP
1563,inferiorparietal L,LP
1564,precuneus L,LP
1565,precuneus L,LP
1566,middletemporal L,LT
1567,fusiform L,LT
1568,middletemporal L,LT
1569,middletemporal L,LT
1570,lingual L,LO
1571,cuneus L,LO
1572,precuneus L,LP
1573,precuneus L,LP
1574,superiorparietal L,LP
1575,inferiorparietal L,LP
1576,precuneus L,LP
1577,precuneus L,LP
1578,inferiortemporal L,LT
1579,lingual L,LO
1580,superiorparietal L,LP
1581,inferiortemporal L,LT
1582,precuneus L,LP
1583,inferiortemporal L,LT
1584,precuneus L,LP
1585,cuneus L,LO
1586,lingual L,LO
1587,superiorparietal L,LP
1588,fusiform L,LT
1589,precuneus L,LP
1590,precuneus L,LP
1591,superiorparietal L,LP
1592,inferiorparietal L,LP
1593,inferiorparietal L,LP
1594,inferiorparietal L,LP
1595,inferiortemporal L,LT
1596,precuneus L,LP
1597,lingual L,LO
1598,precuneus L,LP
1599,precuneus L,LP
1600,inferiortemporal L,LT
1601,inferiortemporal L,LT
1602,superiortemporal L,LT
1603,precuneus L,LP
1604,lingual L,LO
1605,middletemporal L,LT
1606,precuneus L,LP
1607,inferiortemporal L,LT
1608,precuneus L,LP
1609,inferiorparietal L,LP
1610,precuneus L,LP
1611,lingual L,LO
1612,fusiform L,LT
1613,lingual L,LO
1614,precuneus L,LP
1615,supramarginal L,LP
1616,inferiortemporal L,LT
1617,inferiorparietal L,LP
1618,superiorparietal L,LP
1619,middletemporal L,LT
1620,inferiorparietal L,LP
1621,middletemporal L,LT
1622,inferiortemporal L,LT
1623,precuneus L,LP
1624,precuneus L,LP
1625,middletemporal L,LT
1626,precuneus L,LP
1627,inferiortemporal L,LT
1628,superiorparietal L,LP
1629,supramarginal L,LP
1630,inferiortemporal L,LT
1631,precuneus L,LP
1632,inferiorparietal L,LP
1633,superiortemporal L,LT
1634,superiorparietal L,LP
1635,precuneus L,LP
1636,precuneus L,LP
1637,fusiform L,LT
1638,inferiortemporal L,LT
1639,middletemporal L,LT
1640,inferiorparietal L,LP
1641,superiorparietal L,LP
1642,lingual L,LO
1643,precuneus L,LP
1644,precuneus L,LP
1645,precuneus L,LP
1646,superiorparietal L,LP
1647,precuneus L,LP
1648,lingual L,LO
1650,lingual L,LO
1651,fusiform L,LT
1652,precuneus L,LP
1653,precuneus L,LP
1654,inferiorparietal L,LP
1655,precuneus L,LP
1656,fusiform L,LT
1657,precuneus L,LP
1658,precuneus L,LP
1659,fusiform L,LT
1660,precuneus L,LP
1661,precuneus L,LP
1662,superiorparietal L,LP
1663,superiorparietal L,LP
1664,lingual L,LO
1665,precuneus L,LP
1666,inferiorparietal L,LP
1667,precuneus L,LP
1668,lingual L,LO
1669,middletemporal L,LT
1670,inferiortemporal L,LT
1671,supramarginal L,LP
1672,inferiorparietal L,LP
1673,precuneus L,LP
1674,precuneus L,LP
1675,inferiorparietal L,LP
1676,precuneus L,LP
1677,superiorparietal L,LP
1678,middletemporal L,LT
1679,middletemporal L,LT
1680,inferiorparietal L,LP
1681,inferiorparietal L,LP
1682,precuneus L,LP
1683,inferiorparietal L,LP
1684,middletemporal L,LT
1685,inferiorparietal L,LP
1686,precuneus L,LP
1687,inferiorparietal L,LP
1688,precuneus L,LP
1689,precuneus L,LP
1690,inferiorparietal L,LP
1691,precuneus L,LP
1692,superiorparietal L,LP
1693,superiorparietal L,LP
1694,inferiortemporal L,LT
1695,lingual L,LO
1696,superiorparietal L,LP
1697,fusiform L,LT
1698,precuneus L,LP
1699,precuneus L,LP
1700,lingual L,LO
1701,precuneus L,LP
1702,superiorparietal L,LP
1703,inferiortemporal L,LT
1704,precuneus L,LP
1705,lingual L,LO
1706,fusiform L,LT
1707,superiorparietal L,LP
1708,inferiortemporal L,LT
1709,fusiform L,LT
1710,superiorparietal L,LP
1711,superiortemporal L,LT
1712,superiorparietal L,LP
1713,lingual L,LO
1714,supramarginal L,LP
1715,lingual L,LO
1716,precuneus L,LP
1717,superiorparietal L,LP
1718,precuneus L,LP
1719,precuneus L,LP
1720,precuneus L,LP
1721,supramarginal L,LP
1722,lingual L,LO
1723,precuneus L,LP
1724,inferiorparietal L,LP
1725,inferiortemporal L,LT
1726,inferiorparietal L,LP
1727,middletemporal L,LT
1728,superiorparietal L,LP
1729,inferiorparietal L,LP
1730,middletemporal L,LT
1731,inferiorparietal L,LP
1732,inferiorparietal L,LP
1733,lingual L,LO
1734,inferiorparietal L,LP
1735,middletemporal L,LT
1736,inferiorparietal L,LP
1737,lingual L,LO
1738,lingual L,LO
1739,fusiform L,LT
1740,middletemporal L,LT
1741,superiorparietal L,LP
1742,precuneus L,LP
1743,inferiortemporal L,LT
1744,middletemporal L,LT
1745,superiorparietal L,LP
1746,lingual L,LO
1747,inferiorparietal L,LP
1748,lingual L,LO
1749,superiorparietal L,LP
1750,inferiortemporal L,LT
1751,inferiortemporal L,LT
1752,superiorparietal L,LP
1753,precuneus L,LP
1754,inferiorparietal L,LP
1755,fusiform L,LT
1756,middletemporal L,LT
1757,precuneus L,LP
1758,lingual L,LO
1759,fusiform L,LT
1760,superiorparietal L,LP
1761,inferiorparietal L,LP
1762,middletemporal L,LT
1763,superiorparietal L,LP
1764,bankssts L,LT
1765,inferiorparietal L,LP
1766,inferiortemporal L,LT
1767,precuneus L,LP
1768,superiorparietal L,LP
1769,fusiform L,LT
1770,precuneus L,LP
1771,inferiorparietal L,LP
1772,inferiorparietal L,LP
1773,middletemporal L,LT
1774,superiorparietal L,LP
1775,precuneus L,LP
1776,inferiorparietal L,LP
1777,middletemporal L,LT
1778,isthmuscingulate L,LL
1779,lingual L,LO
1780,superiorparietal L,LP
1781,lingual L,LO
1782,superiorparietal L,LP
1783,lingual L,LO
1784,supramarginal L,LP
1785,superiorparietal L,LP
1786,lingual L,LO
1787,inferiortemporal L,LT
1788,inferiorparietal L,LP
1789,precuneus L,LP
1790,superiorparietal L,LP
1791,lingual L,LO
1792,middletemporal L,LT
1793,inferiortemporal L,LT
1794,middletemporal L,LT
1795,inferiortemporal L,LT
1796,inferiorparietal L,LP
1797,inferiorparietal L,LP
1798,superiorparietal L,LP
1799,inferiorparietal L,LP
1800,supramarginal L,LP
1801,superiorparietal L,LP
1802,precuneus L,LP
1803,supramarginal L,LP
1804,inferiorparietal L,LP
1805,fusiform L,LT
1806,fusiform L,LT
1807,supramarginal L,LP
1808,lingual L,LO
1809,middletemporal L,LT
1810,inferiortemporal L,LT
1811,supramarginal L,LP
1812,precuneus L,LP
1813,inferiortemporal L,LT
1814,middletemporal L,LT
1815,superiorparietal L,LP
1816,precuneus L,LP
1817,inferiorparietal L,LP
1818,middletemporal L,LT
1819,superiorparietal L,LP
1820,superiorparietal L,LP
1821,superiorparietal L,LP
1822,superiorparietal L,LP
1823,inferiorparietal L,LP
1824,supramarginal L,LP
1825,superiorparietal L,LP
1826,fusiform L,LT
1827,supramarginal L,LP
1828,superiorparietal L,LP
1829,inferiorparietal L,LP
1830,superiorparietal L,LP
1831,precuneus L,LP
1832,inferiorparietal L,LP
1833,precuneus L,LP
1834,inferiorparietal L,LP
1835,supramarginal L,LP
1836,middletemporal L,LT
1837,fusiform L,LT
1838,isthmuscingulate L,LL
1839,superiorparietal L,LP
1840,precuneus L,LP
1841,inferiortemporal L,LT
1842,inferiortemporal L,LT
1843,inferiorparietal L,LP
1844,superiorparietal L,LP
1845,inferiorparietal L,LP
1846,inferiorparietal L,LP
1847,inferiorparietal L,LP
1848,inferiorparietal L,LP
1849,precuneus L,LP
1850,fusiform L,LT
1851,superiorparietal L,LP
1852,precuneus L,LP
1853,superiorparietal L,LP
1854,inferiortemporal L,LT
1855,inferiorparietal L,LP
1856,supramarginal L,LP
1857,lingual L,LO
1858,inferiorparietal L,LP
1859,precuneus L,LP
1860,lingual L,LO
1861,inferiorparietal L,LP
1862,supramarginal L,LP
1863,fusiform L,LT
1864,precuneus L,LP
1865,inferiorparietal L,LP
1866,inferiortemporal L,LT
1867,lingual L,LO
1868,supramarginal L,LP
1869,inferiortemporal L,LT
1870,precuneus L,LP
1871,supramarginal L,LP
1872,superiorparietal L,LP
1873,superiorparietal L,LP
1874,superiorparietal L,LP
1875,precuneus L,LP
1876,superiorparietal L,LP
1877,superiorparietal L,LP
1878,fusiform L,LT
1879,lingual L,LO
1880,inferiorparietal L,LP
1881,inferiorparietal L,LP
1882,inferiorparietal L,LP
1883,precuneus L,LP
1884,supramarginal L,LP
1885,precuneus L,LP
1886,precuneus L,LP
1887,superiorparietal L,LP
1888,precuneus L,LP
1889,superiorparietal L,LP
1890,inferiorparietal L,LP
1891,lingual L,LO
1892,supramarginal L,LP
1893,bankssts L,LT
1894,precuneus L,LP
1895,inferiorparietal L,LP
1896,precuneus L,LP
1897,inferiorparietal L,LP
1898,inferiorparietal L,LP
1899,inferiortemporal L,LT
1900,precuneus L,LP
1901,inferiorparietal L,LP
1902,precuneus L,LP
1903,inferiortemporal L,LT
1904,supramarginal L,LP
1905,superiorparietal L,LP
1906,fusiform L,LT
1907,isthmuscingulate L,LL
1908,superiorparietal L,LP
1909,inferiorparietal L,LP
1910,inferiorparietal L,LP
1911,inferiorparietal L,LP
1912,precuneus L,LP
1913,inferiortemporal L,LT
1914,isthmuscingulate L,LL
1915,inferiorparietal L,LP
1916,inferiortemporal L,LT
